BINCODE	GO.TERM
1.1.6.1.1	GO:0009579
1.1.6.1.1	GO:0009628
1.1.6.1.1	GO:0009642
1.1.6.1.1	GO:0009644
1.1.6.1.1	GO:0009767
1.1.6.1.1	GO:0009773
1.1.6.1.1	GO:0009987
1.1.6.1.1	GO:0010035
1.1.6.1.1	GO:0010117
1.1.6.1.1	GO:0016020
1.1.6.1.1	GO:0016491
1.1.6.1.1	GO:0022900
1.1.6.1.1	GO:0031976
1.1.6.1.1	GO:0031984
1.1.6.1.1	GO:0034357
1.1.6.1.1	GO:0042221
1.1.6.1.1	GO:0042651
1.1.6.1.1	GO:0043226
1.1.6.1.1	GO:0043227
1.1.6.1.1	GO:0043229
1.1.6.1.1	GO:0043231
1.1.6.1.1	GO:0044237
1.1.6.1.1	GO:0044422
1.1.6.1.1	GO:0044424
1.1.6.1.1	GO:0044434
1.1.6.1.1	GO:0044435
1.1.6.1.1	GO:0044436
1.1.6.1.1	GO:0044444
1.1.6.1.1	GO:0044446
1.1.6.1.1	GO:0044464
1.1.6.1.1	GO:0050896
1.1.6.1.1	GO:0051716
1.1.6.1.1	GO:0055035
1.1.6.1.1	GO:0055114
1.1.6.1.1	GO:0071214
1.1.6.1.1	GO:0071478
1.1.6.1.1	GO:0071482
1.1.6.1.1	GO:0071484
1.1.6.1.1	GO:0104004
1.1.6.1.1	GO:1901700
11.6.1.2	GO:0000287
11.6.1.2	GO:0003674
11.6.1.2	GO:0003824
11.6.1.2	GO:0005488
11.6.1.2	GO:0008150
11.6.1.2	GO:0008152
11.6.1.2	GO:0009685
11.6.1.2	GO:0009686
11.6.1.2	GO:0009899
11.6.1.2	GO:0010333
11.6.1.2	GO:0010476
11.6.1.2	GO:0016829
11.6.1.2	GO:0016835
11.6.1.2	GO:0016838
11.6.1.2	GO:0043167
11.6.1.2	GO:0043169
11.6.1.2	GO:0046872
1.1.6.1.2	GO:0005575
1.1.6.1.2	GO:0006091
1.1.6.1.2	GO:0008150
1.1.6.1.2	GO:0008152
1.1.6.1.2	GO:0009507
1.1.6.1.2	GO:0009535
1.1.6.1.2	GO:0009536
1.1.6.1.2	GO:0009579
1.1.6.1.2	GO:0009767
1.1.6.1.2	GO:0009773
1.1.6.1.2	GO:0009987
1.1.6.1.2	GO:0015979
1.1.6.1.2	GO:0016020
1.1.6.1.2	GO:0016021
1.1.6.1.2	GO:0022900
1.1.6.1.2	GO:0031224
1.1.6.1.2	GO:0034357
1.1.6.1.2	GO:0042651
1.1.6.1.2	GO:0043226
1.1.6.1.2	GO:0043227
1.1.6.1.2	GO:0043229
1.1.6.1.2	GO:0043231
1.1.6.1.2	GO:0044237
1.1.6.1.2	GO:0044422
1.1.6.1.2	GO:0044424
1.1.6.1.2	GO:0044425
1.1.6.1.2	GO:0044434
1.1.6.1.2	GO:0044435
1.1.6.1.2	GO:0044436
1.1.6.1.2	GO:0044444
1.1.6.1.2	GO:0044446
1.1.6.1.2	GO:0044464
1.1.6.1.2	GO:0055035
1.1.6.1.2	GO:0055114
11.6.1.3	GO:0003674
11.6.1.3	GO:0003824
11.6.1.3	GO:0004497
11.6.1.3	GO:0005488
11.6.1.3	GO:0005506
11.6.1.3	GO:0005575
11.6.1.3	GO:0005783
11.6.1.3	GO:0005789
11.6.1.3	GO:0006082
11.6.1.3	GO:0006629
11.6.1.3	GO:0006694
11.6.1.3	GO:0006720
11.6.1.3	GO:0006721
11.6.1.3	GO:0007275
11.6.1.3	GO:0008150
11.6.1.3	GO:0008152
11.6.1.3	GO:0008202
11.6.1.3	GO:0008299
11.6.1.3	GO:0008610
11.6.1.3	GO:0009058
11.6.1.3	GO:0009685
11.6.1.3	GO:0009686
11.6.1.3	GO:0009987
11.6.1.3	GO:0010268
11.6.1.3	GO:0010817
11.6.1.3	GO:0016020
11.6.1.3	GO:0016021
11.6.1.3	GO:0016053
11.6.1.3	GO:0016101
11.6.1.3	GO:0016102
11.6.1.3	GO:0016114
11.6.1.3	GO:0016125
11.6.1.3	GO:0016128
11.6.1.3	GO:0016129
11.6.1.3	GO:0016131
11.6.1.3	GO:0016132
11.6.1.3	GO:0016491
11.6.1.3	GO:0016705
11.6.1.3	GO:0016709
11.6.1.3	GO:0019752
11.6.1.3	GO:0020037
11.6.1.3	GO:0031224
11.6.1.3	GO:0032501
11.6.1.3	GO:0032502
11.6.1.3	GO:0042445
11.6.1.3	GO:0042446
11.6.1.3	GO:0042592
11.6.1.3	GO:0043167
11.6.1.3	GO:0043169
11.6.1.3	GO:0043226
11.6.1.3	GO:0043227
11.6.1.3	GO:0043229
11.6.1.3	GO:0043231
11.6.1.3	GO:0043436
11.6.1.3	GO:0044237
11.6.1.3	GO:0044238
11.6.1.3	GO:0044249
11.6.1.3	GO:0044255
11.6.1.3	GO:0044281
11.6.1.3	GO:0044283
11.6.1.3	GO:0044422
11.6.1.3	GO:0044424
11.6.1.3	GO:0044425
11.6.1.3	GO:0044432
11.6.1.3	GO:0044444
11.6.1.3	GO:0044446
11.6.1.3	GO:0044464
11.6.1.3	GO:0046394
11.6.1.3	GO:0046872
11.6.1.3	GO:0046906
11.6.1.3	GO:0046914
11.6.1.3	GO:0048037
11.6.1.3	GO:0048856
11.6.1.3	GO:0048878
11.6.1.3	GO:0051777
11.6.1.3	GO:0055088
11.6.1.3	GO:0055114
11.6.1.3	GO:0065007
11.6.1.3	GO:0065008
11.6.1.3	GO:0071704
11.6.1.3	GO:0097159
11.6.1.3	GO:1901360
11.6.1.3	GO:1901362
11.6.1.3	GO:1901363
11.6.1.3	GO:1901576
11.6.1.3	GO:1901615
11.6.1.3	GO:1901617
11.6.1.4	GO:0003674
11.6.1.4	GO:0003824
11.6.1.4	GO:0005488
11.6.1.4	GO:0005506
11.6.1.4	GO:0005575
11.6.1.4	GO:0005783
11.6.1.4	GO:0006082
11.6.1.4	GO:0006629
11.6.1.4	GO:0006720
11.6.1.4	GO:0006721
11.6.1.4	GO:0007165
11.6.1.4	GO:0008150
11.6.1.4	GO:0008152
11.6.1.4	GO:0008299
11.6.1.4	GO:0008610
11.6.1.4	GO:0009058
11.6.1.4	GO:0009527
11.6.1.4	GO:0009685
11.6.1.4	GO:0009686
11.6.1.4	GO:0009707
11.6.1.4	GO:0009740
11.6.1.4	GO:0009755
11.6.1.4	GO:0009987
11.6.1.4	GO:0010241
11.6.1.4	GO:0010476
11.6.1.4	GO:0010817
11.6.1.4	GO:0016020
11.6.1.4	GO:0016021
11.6.1.4	GO:0016053
11.6.1.4	GO:0016101
11.6.1.4	GO:0016102
11.6.1.4	GO:0016114
11.6.1.4	GO:0016491
11.6.1.4	GO:0016705
11.6.1.4	GO:0019752
11.6.1.4	GO:0019867
11.6.1.4	GO:0020037
11.6.1.4	GO:0031090
11.6.1.4	GO:0031224
11.6.1.4	GO:0031968
11.6.1.4	GO:0031969
11.6.1.4	GO:0033331
11.6.1.4	GO:0042170
11.6.1.4	GO:0042214
11.6.1.4	GO:0042445
11.6.1.4	GO:0042446
11.6.1.4	GO:0043167
11.6.1.4	GO:0043169
11.6.1.4	GO:0043226
11.6.1.4	GO:0043227
11.6.1.4	GO:0043229
11.6.1.4	GO:0043231
11.6.1.4	GO:0043436
11.6.1.4	GO:0044237
11.6.1.4	GO:0044238
11.6.1.4	GO:0044249
11.6.1.4	GO:0044255
11.6.1.4	GO:0044281
11.6.1.4	GO:0044283
11.6.1.4	GO:0044422
11.6.1.4	GO:0044424
11.6.1.4	GO:0044425
11.6.1.4	GO:0044434
11.6.1.4	GO:0044435
11.6.1.4	GO:0044444
11.6.1.4	GO:0044446
11.6.1.4	GO:0044464
11.6.1.4	GO:0046394
11.6.1.4	GO:0046872
11.6.1.4	GO:0046906
11.6.1.4	GO:0046914
11.6.1.4	GO:0048037
11.6.1.4	GO:0050789
11.6.1.4	GO:0050794
11.6.1.4	GO:0052615
11.6.1.4	GO:0052616
11.6.1.4	GO:0052617
11.6.1.4	GO:0055114
11.6.1.4	GO:0065007
11.6.1.4	GO:0065008
11.6.1.4	GO:0071704
11.6.1.4	GO:0097159
11.6.1.4	GO:0098588
11.6.1.4	GO:0098805
11.6.1.4	GO:1901363
11.6.1.4	GO:1901576
11.6.1.5	GO:0003674
11.6.1.5	GO:0003824
11.6.1.5	GO:0005488
11.6.1.5	GO:0008150
11.6.1.5	GO:0008152
11.6.1.5	GO:0009685
11.6.1.5	GO:0009686
11.6.1.5	GO:0009739
11.6.1.5	GO:0010476
11.6.1.5	GO:0016491
11.6.1.5	GO:0043167
11.6.1.5	GO:0043169
11.6.1.5	GO:0045544
11.6.1.5	GO:0046872
11.6.1.5	GO:0055114
11.6.1.6	GO:0003674
11.6.1.6	GO:0003824
11.6.1.6	GO:0005488
11.6.1.6	GO:0006082
11.6.1.6	GO:0006629
11.6.1.6	GO:0006720
11.6.1.6	GO:0006721
11.6.1.6	GO:0007165
11.6.1.6	GO:0008150
11.6.1.6	GO:0008152
11.6.1.6	GO:0008299
11.6.1.6	GO:0008610
11.6.1.6	GO:0009058
11.6.1.6	GO:0009314
11.6.1.6	GO:0009416
11.6.1.6	GO:0009628
11.6.1.6	GO:0009685
11.6.1.6	GO:0009686
11.6.1.6	GO:0009740
11.6.1.6	GO:0009755
11.6.1.6	GO:0009987
11.6.1.6	GO:0010476
11.6.1.6	GO:0010817
11.6.1.6	GO:0016053
11.6.1.6	GO:0016101
11.6.1.6	GO:0016102
11.6.1.6	GO:0016114
11.6.1.6	GO:0016491
11.6.1.6	GO:0016705
11.6.1.6	GO:0016706
11.6.1.6	GO:0016707
11.6.1.6	GO:0019752
11.6.1.6	GO:0042445
11.6.1.6	GO:0042446
11.6.1.6	GO:0043167
11.6.1.6	GO:0043169
11.6.1.6	GO:0043436
11.6.1.6	GO:0044237
11.6.1.6	GO:0044238
11.6.1.6	GO:0044249
11.6.1.6	GO:0044255
11.6.1.6	GO:0044281
11.6.1.6	GO:0044283
11.6.1.6	GO:0046394
11.6.1.6	GO:0046872
11.6.1.6	GO:0050789
11.6.1.6	GO:0050794
11.6.1.6	GO:0050896
11.6.1.6	GO:0051213
11.6.1.6	GO:0055114
11.6.1.6	GO:0065007
11.6.1.6	GO:0065008
11.6.1.6	GO:0071704
11.6.1.6	GO:1901576
1.1.6.2.1.1	GO:0003674
1.1.6.2.1.1	GO:0003824
1.1.6.2.1.1	GO:0005488
1.1.6.2.1.1	GO:0005575
1.1.6.2.1.1	GO:0005747
1.1.6.2.1.1	GO:0006091
1.1.6.2.1.1	GO:0008150
1.1.6.2.1.1	GO:0008152
1.1.6.2.1.1	GO:0009507
1.1.6.2.1.1	GO:0009535
1.1.6.2.1.1	GO:0009536
1.1.6.2.1.1	GO:0009579
1.1.6.2.1.1	GO:0009987
1.1.6.2.1.1	GO:0015979
1.1.6.2.1.1	GO:0015980
1.1.6.2.1.1	GO:0016020
1.1.6.2.1.1	GO:0016021
1.1.6.2.1.1	GO:0016491
1.1.6.2.1.1	GO:0030964
1.1.6.2.1.1	GO:0031224
1.1.6.2.1.1	GO:0032991
1.1.6.2.1.1	GO:0034357
1.1.6.2.1.1	GO:0042651
1.1.6.2.1.1	GO:0043226
1.1.6.2.1.1	GO:0043227
1.1.6.2.1.1	GO:0043229
1.1.6.2.1.1	GO:0043231
1.1.6.2.1.1	GO:0044237
1.1.6.2.1.1	GO:0044422
1.1.6.2.1.1	GO:0044424
1.1.6.2.1.1	GO:0044425
1.1.6.2.1.1	GO:0044429
1.1.6.2.1.1	GO:0044434
1.1.6.2.1.1	GO:0044435
1.1.6.2.1.1	GO:0044436
1.1.6.2.1.1	GO:0044444
1.1.6.2.1.1	GO:0044446
1.1.6.2.1.1	GO:0044455
1.1.6.2.1.1	GO:0044464
1.1.6.2.1.1	GO:0045271
1.1.6.2.1.1	GO:0045333
1.1.6.2.1.1	GO:0048037
1.1.6.2.1.1	GO:0048038
1.1.6.2.1.1	GO:0055035
1.1.6.2.1.1	GO:0055114
1.1.6.2.1.1	GO:0098796
1.1.6.2.1.1	GO:0098798
1.1.6.2.1.1	GO:0098800
1.1.6.2.1.1	GO:0098803
1.1.6.2.1.1	GO:1902494
1.1.6.2.1.1	GO:1990204
1.1.6.2.1.2	GO:0003674
1.1.6.2.1.2	GO:0003824
1.1.6.2.1.2	GO:0003954
1.1.6.2.1.2	GO:0005488
1.1.6.2.1.2	GO:0005575
1.1.6.2.1.2	GO:0006091
1.1.6.2.1.2	GO:0008137
1.1.6.2.1.2	GO:0008150
1.1.6.2.1.2	GO:0008152
1.1.6.2.1.2	GO:0009507
1.1.6.2.1.2	GO:0009535
1.1.6.2.1.2	GO:0009536
1.1.6.2.1.2	GO:0009579
1.1.6.2.1.2	GO:0009987
1.1.6.2.1.2	GO:0016020
1.1.6.2.1.2	GO:0016021
1.1.6.2.1.2	GO:0016491
1.1.6.2.1.2	GO:0016651
1.1.6.2.1.2	GO:0016655
1.1.6.2.1.2	GO:0022900
1.1.6.2.1.2	GO:0022904
1.1.6.2.1.2	GO:0031224
1.1.6.2.1.2	GO:0034357
1.1.6.2.1.2	GO:0042651
1.1.6.2.1.2	GO:0042773
1.1.6.2.1.2	GO:0043226
1.1.6.2.1.2	GO:0043227
1.1.6.2.1.2	GO:0043229
1.1.6.2.1.2	GO:0043231
1.1.6.2.1.2	GO:0044237
1.1.6.2.1.2	GO:0044422
1.1.6.2.1.2	GO:0044424
1.1.6.2.1.2	GO:0044425
1.1.6.2.1.2	GO:0044434
1.1.6.2.1.2	GO:0044435
1.1.6.2.1.2	GO:0044436
1.1.6.2.1.2	GO:0044444
1.1.6.2.1.2	GO:0044446
1.1.6.2.1.2	GO:0044464
1.1.6.2.1.2	GO:0048037
1.1.6.2.1.2	GO:0048038
1.1.6.2.1.2	GO:0050136
1.1.6.2.1.2	GO:0055035
1.1.6.2.1.2	GO:0055114
1.1.6.2.1.3	GO:0003674
1.1.6.2.1.3	GO:0003824
1.1.6.2.1.3	GO:0003954
1.1.6.2.1.3	GO:0005488
1.1.6.2.1.3	GO:0005575
1.1.6.2.1.3	GO:0008137
1.1.6.2.1.3	GO:0008150
1.1.6.2.1.3	GO:0008152
1.1.6.2.1.3	GO:0009507
1.1.6.2.1.3	GO:0009535
1.1.6.2.1.3	GO:0009536
1.1.6.2.1.3	GO:0009579
1.1.6.2.1.3	GO:0015979
1.1.6.2.1.3	GO:0016020
1.1.6.2.1.3	GO:0016021
1.1.6.2.1.3	GO:0016491
1.1.6.2.1.3	GO:0016651
1.1.6.2.1.3	GO:0016655
1.1.6.2.1.3	GO:0030964
1.1.6.2.1.3	GO:0031224
1.1.6.2.1.3	GO:0032991
1.1.6.2.1.3	GO:0034357
1.1.6.2.1.3	GO:0042651
1.1.6.2.1.3	GO:0043226
1.1.6.2.1.3	GO:0043227
1.1.6.2.1.3	GO:0043229
1.1.6.2.1.3	GO:0043231
1.1.6.2.1.3	GO:0044422
1.1.6.2.1.3	GO:0044424
1.1.6.2.1.3	GO:0044425
1.1.6.2.1.3	GO:0044434
1.1.6.2.1.3	GO:0044435
1.1.6.2.1.3	GO:0044436
1.1.6.2.1.3	GO:0044444
1.1.6.2.1.3	GO:0044446
1.1.6.2.1.3	GO:0044464
1.1.6.2.1.3	GO:0048037
1.1.6.2.1.3	GO:0048038
1.1.6.2.1.3	GO:0050136
1.1.6.2.1.3	GO:0055035
1.1.6.2.1.3	GO:0055114
1.1.6.2.1.3	GO:0098796
1.1.6.2.1.3	GO:1902494
1.1.6.2.1.4	GO:0003674
1.1.6.2.1.4	GO:0003824
1.1.6.2.1.4	GO:0003954
1.1.6.2.1.4	GO:0005488
1.1.6.2.1.4	GO:0005575
1.1.6.2.1.4	GO:0006091
1.1.6.2.1.4	GO:0008137
1.1.6.2.1.4	GO:0008150
1.1.6.2.1.4	GO:0008152
1.1.6.2.1.4	GO:0009507
1.1.6.2.1.4	GO:0009535
1.1.6.2.1.4	GO:0009536
1.1.6.2.1.4	GO:0009579
1.1.6.2.1.4	GO:0009987
1.1.6.2.1.4	GO:0016020
1.1.6.2.1.4	GO:0016021
1.1.6.2.1.4	GO:0016491
1.1.6.2.1.4	GO:0016651
1.1.6.2.1.4	GO:0016655
1.1.6.2.1.4	GO:0022900
1.1.6.2.1.4	GO:0022904
1.1.6.2.1.4	GO:0031224
1.1.6.2.1.4	GO:0034357
1.1.6.2.1.4	GO:0042651
1.1.6.2.1.4	GO:0042773
1.1.6.2.1.4	GO:0043226
1.1.6.2.1.4	GO:0043227
1.1.6.2.1.4	GO:0043229
1.1.6.2.1.4	GO:0043231
1.1.6.2.1.4	GO:0044237
1.1.6.2.1.4	GO:0044422
1.1.6.2.1.4	GO:0044424
1.1.6.2.1.4	GO:0044425
1.1.6.2.1.4	GO:0044434
1.1.6.2.1.4	GO:0044435
1.1.6.2.1.4	GO:0044436
1.1.6.2.1.4	GO:0044444
1.1.6.2.1.4	GO:0044446
1.1.6.2.1.4	GO:0044464
1.1.6.2.1.4	GO:0048037
1.1.6.2.1.4	GO:0048038
1.1.6.2.1.4	GO:0050136
1.1.6.2.1.4	GO:0055035
1.1.6.2.1.4	GO:0055114
1.1.6.2.1.5	GO:0003674
1.1.6.2.1.5	GO:0003824
1.1.6.2.1.5	GO:0005488
1.1.6.2.1.5	GO:0005575
1.1.6.2.1.5	GO:0006091
1.1.6.2.1.5	GO:0008150
1.1.6.2.1.5	GO:0008152
1.1.6.2.1.5	GO:0009507
1.1.6.2.1.5	GO:0009535
1.1.6.2.1.5	GO:0009536
1.1.6.2.1.5	GO:0009579
1.1.6.2.1.5	GO:0009987
1.1.6.2.1.5	GO:0016020
1.1.6.2.1.5	GO:0016021
1.1.6.2.1.5	GO:0016491
1.1.6.2.1.5	GO:0016651
1.1.6.2.1.5	GO:0022900
1.1.6.2.1.5	GO:0022904
1.1.6.2.1.5	GO:0030964
1.1.6.2.1.5	GO:0031224
1.1.6.2.1.5	GO:0032991
1.1.6.2.1.5	GO:0034357
1.1.6.2.1.5	GO:0042651
1.1.6.2.1.5	GO:0042773
1.1.6.2.1.5	GO:0043226
1.1.6.2.1.5	GO:0043227
1.1.6.2.1.5	GO:0043229
1.1.6.2.1.5	GO:0043231
1.1.6.2.1.5	GO:0044237
1.1.6.2.1.5	GO:0044422
1.1.6.2.1.5	GO:0044424
1.1.6.2.1.5	GO:0044425
1.1.6.2.1.5	GO:0044434
1.1.6.2.1.5	GO:0044435
1.1.6.2.1.5	GO:0044436
1.1.6.2.1.5	GO:0044444
1.1.6.2.1.5	GO:0044446
1.1.6.2.1.5	GO:0044464
1.1.6.2.1.5	GO:0045271
1.1.6.2.1.5	GO:0045272
1.1.6.2.1.5	GO:0048037
1.1.6.2.1.5	GO:0048038
1.1.6.2.1.5	GO:0055035
1.1.6.2.1.5	GO:0055114
1.1.6.2.1.5	GO:0098796
1.1.6.2.1.5	GO:0098797
1.1.6.2.1.5	GO:0098803
1.1.6.2.1.5	GO:1902494
1.1.6.2.1.5	GO:1990204
1.1.6.2.1.6	GO:0003674
1.1.6.2.1.6	GO:0003824
1.1.6.2.1.6	GO:0003954
1.1.6.2.1.6	GO:0005488
1.1.6.2.1.6	GO:0005575
1.1.6.2.1.6	GO:0006091
1.1.6.2.1.6	GO:0008137
1.1.6.2.1.6	GO:0008150
1.1.6.2.1.6	GO:0008152
1.1.6.2.1.6	GO:0009507
1.1.6.2.1.6	GO:0009535
1.1.6.2.1.6	GO:0009536
1.1.6.2.1.6	GO:0009579
1.1.6.2.1.6	GO:0009987
1.1.6.2.1.6	GO:0016020
1.1.6.2.1.6	GO:0016021
1.1.6.2.1.6	GO:0016491
1.1.6.2.1.6	GO:0016651
1.1.6.2.1.6	GO:0016655
1.1.6.2.1.6	GO:0022900
1.1.6.2.1.6	GO:0022904
1.1.6.2.1.6	GO:0031224
1.1.6.2.1.6	GO:0034357
1.1.6.2.1.6	GO:0042651
1.1.6.2.1.6	GO:0042773
1.1.6.2.1.6	GO:0043226
1.1.6.2.1.6	GO:0043227
1.1.6.2.1.6	GO:0043229
1.1.6.2.1.6	GO:0043231
1.1.6.2.1.6	GO:0044237
1.1.6.2.1.6	GO:0044422
1.1.6.2.1.6	GO:0044424
1.1.6.2.1.6	GO:0044425
1.1.6.2.1.6	GO:0044434
1.1.6.2.1.6	GO:0044435
1.1.6.2.1.6	GO:0044436
1.1.6.2.1.6	GO:0044444
1.1.6.2.1.6	GO:0044446
1.1.6.2.1.6	GO:0044464
1.1.6.2.1.6	GO:0048037
1.1.6.2.1.6	GO:0048038
1.1.6.2.1.6	GO:0050136
1.1.6.2.1.6	GO:0055035
1.1.6.2.1.6	GO:0055114
1.1.6.2.1.7	GO:0003674
1.1.6.2.1.7	GO:0003824
1.1.6.2.1.7	GO:0003954
1.1.6.2.1.7	GO:0005488
1.1.6.2.1.7	GO:0005575
1.1.6.2.1.7	GO:0008137
1.1.6.2.1.7	GO:0008150
1.1.6.2.1.7	GO:0008152
1.1.6.2.1.7	GO:0009507
1.1.6.2.1.7	GO:0009535
1.1.6.2.1.7	GO:0009536
1.1.6.2.1.7	GO:0009579
1.1.6.2.1.7	GO:0015979
1.1.6.2.1.7	GO:0016020
1.1.6.2.1.7	GO:0016021
1.1.6.2.1.7	GO:0016491
1.1.6.2.1.7	GO:0016651
1.1.6.2.1.7	GO:0016655
1.1.6.2.1.7	GO:0031224
1.1.6.2.1.7	GO:0034357
1.1.6.2.1.7	GO:0042651
1.1.6.2.1.7	GO:0043226
1.1.6.2.1.7	GO:0043227
1.1.6.2.1.7	GO:0043229
1.1.6.2.1.7	GO:0043231
1.1.6.2.1.7	GO:0044422
1.1.6.2.1.7	GO:0044424
1.1.6.2.1.7	GO:0044425
1.1.6.2.1.7	GO:0044434
1.1.6.2.1.7	GO:0044435
1.1.6.2.1.7	GO:0044436
1.1.6.2.1.7	GO:0044444
1.1.6.2.1.7	GO:0044446
1.1.6.2.1.7	GO:0044464
1.1.6.2.1.7	GO:0048037
1.1.6.2.1.7	GO:0048038
1.1.6.2.1.7	GO:0050136
1.1.6.2.1.7	GO:0055035
1.1.6.2.1.7	GO:0055114
11.6.2.1	GO:0001101
11.6.2.1	GO:0003006
11.6.2.1	GO:0003674
11.6.2.1	GO:0003824
11.6.2.1	GO:0005488
11.6.2.1	GO:0005575
11.6.2.1	GO:0005634
11.6.2.1	GO:0005737
11.6.2.1	GO:0007165
11.6.2.1	GO:0008150
11.6.2.1	GO:0008152
11.6.2.1	GO:0008289
11.6.2.1	GO:0009056
11.6.2.1	GO:0009653
11.6.2.1	GO:0009719
11.6.2.1	GO:0009725
11.6.2.1	GO:0009739
11.6.2.1	GO:0009755
11.6.2.1	GO:0009937
11.6.2.1	GO:0009939
11.6.2.1	GO:0009966
11.6.2.1	GO:0009967
11.6.2.1	GO:0009987
11.6.2.1	GO:0010033
11.6.2.1	GO:0010331
11.6.2.1	GO:0010476
11.6.2.1	GO:0010646
11.6.2.1	GO:0010647
11.6.2.1	GO:0016787
11.6.2.1	GO:0019840
11.6.2.1	GO:0022414
11.6.2.1	GO:0023051
11.6.2.1	GO:0023056
11.6.2.1	GO:0031406
11.6.2.1	GO:0032502
11.6.2.1	GO:0033993
11.6.2.1	GO:0036094
11.6.2.1	GO:0042221
11.6.2.1	GO:0042562
11.6.2.1	GO:0043167
11.6.2.1	GO:0043168
11.6.2.1	GO:0043177
11.6.2.1	GO:0043226
11.6.2.1	GO:0043227
11.6.2.1	GO:0043229
11.6.2.1	GO:0043231
11.6.2.1	GO:0044424
11.6.2.1	GO:0044464
11.6.2.1	GO:0048444
11.6.2.1	GO:0048518
11.6.2.1	GO:0048522
11.6.2.1	GO:0048583
11.6.2.1	GO:0048584
11.6.2.1	GO:0050789
11.6.2.1	GO:0050794
11.6.2.1	GO:0050896
11.6.2.1	GO:0065007
11.6.2.1	GO:0090697
11.6.2.1	GO:0090698
11.6.2.1	GO:1901700
11.6.2.1	GO:1905392
1.1.6.2.2.1	GO:0000166
1.1.6.2.2.1	GO:0003674
1.1.6.2.2.1	GO:0003824
1.1.6.2.2.1	GO:0005488
1.1.6.2.2.1	GO:0005575
1.1.6.2.2.1	GO:0008150
1.1.6.2.2.1	GO:0008152
1.1.6.2.2.1	GO:0009507
1.1.6.2.2.1	GO:0009535
1.1.6.2.2.1	GO:0009536
1.1.6.2.2.1	GO:0009579
1.1.6.2.2.1	GO:0016020
1.1.6.2.2.1	GO:0016491
1.1.6.2.2.1	GO:0016651
1.1.6.2.2.1	GO:0034357
1.1.6.2.2.1	GO:0036094
1.1.6.2.2.1	GO:0042651
1.1.6.2.2.1	GO:0043226
1.1.6.2.2.1	GO:0043227
1.1.6.2.2.1	GO:0043229
1.1.6.2.2.1	GO:0043231
1.1.6.2.2.1	GO:0044422
1.1.6.2.2.1	GO:0044424
1.1.6.2.2.1	GO:0044434
1.1.6.2.2.1	GO:0044435
1.1.6.2.2.1	GO:0044436
1.1.6.2.2.1	GO:0044444
1.1.6.2.2.1	GO:0044446
1.1.6.2.2.1	GO:0044464
1.1.6.2.2.1	GO:0048037
1.1.6.2.2.1	GO:0048038
1.1.6.2.2.1	GO:0050662
1.1.6.2.2.1	GO:0051287
1.1.6.2.2.1	GO:0055035
1.1.6.2.2.1	GO:0055114
1.1.6.2.2.1	GO:0097159
1.1.6.2.2.1	GO:1901265
1.1.6.2.2.1	GO:1901363
1.1.6.2.2.2	GO:0003674
1.1.6.2.2.2	GO:0003824
1.1.6.2.2.2	GO:0003954
1.1.6.2.2.2	GO:0005488
1.1.6.2.2.2	GO:0005575
1.1.6.2.2.2	GO:0008137
1.1.6.2.2.2	GO:0008150
1.1.6.2.2.2	GO:0008152
1.1.6.2.2.2	GO:0009507
1.1.6.2.2.2	GO:0009535
1.1.6.2.2.2	GO:0009536
1.1.6.2.2.2	GO:0009579
1.1.6.2.2.2	GO:0015979
1.1.6.2.2.2	GO:0016020
1.1.6.2.2.2	GO:0016491
1.1.6.2.2.2	GO:0016651
1.1.6.2.2.2	GO:0016655
1.1.6.2.2.2	GO:0034357
1.1.6.2.2.2	GO:0042651
1.1.6.2.2.2	GO:0043167
1.1.6.2.2.2	GO:0043169
1.1.6.2.2.2	GO:0043226
1.1.6.2.2.2	GO:0043227
1.1.6.2.2.2	GO:0043229
1.1.6.2.2.2	GO:0043231
1.1.6.2.2.2	GO:0044422
1.1.6.2.2.2	GO:0044424
1.1.6.2.2.2	GO:0044434
1.1.6.2.2.2	GO:0044435
1.1.6.2.2.2	GO:0044436
1.1.6.2.2.2	GO:0044444
1.1.6.2.2.2	GO:0044446
1.1.6.2.2.2	GO:0044464
1.1.6.2.2.2	GO:0046872
1.1.6.2.2.2	GO:0048037
1.1.6.2.2.2	GO:0048038
1.1.6.2.2.2	GO:0050136
1.1.6.2.2.2	GO:0051536
1.1.6.2.2.2	GO:0051539
1.1.6.2.2.2	GO:0051540
1.1.6.2.2.2	GO:0055035
1.1.6.2.2.2	GO:0055114
1.1.6.2.2.3	GO:0003674
1.1.6.2.2.3	GO:0003824
1.1.6.2.2.3	GO:0003954
1.1.6.2.2.3	GO:0005488
1.1.6.2.2.3	GO:0005575
1.1.6.2.2.3	GO:0008137
1.1.6.2.2.3	GO:0008150
1.1.6.2.2.3	GO:0008152
1.1.6.2.2.3	GO:0009507
1.1.6.2.2.3	GO:0009535
1.1.6.2.2.3	GO:0009536
1.1.6.2.2.3	GO:0009579
1.1.6.2.2.3	GO:0016020
1.1.6.2.2.3	GO:0016491
1.1.6.2.2.3	GO:0016651
1.1.6.2.2.3	GO:0016655
1.1.6.2.2.3	GO:0034357
1.1.6.2.2.3	GO:0042651
1.1.6.2.2.3	GO:0043226
1.1.6.2.2.3	GO:0043227
1.1.6.2.2.3	GO:0043229
1.1.6.2.2.3	GO:0043231
1.1.6.2.2.3	GO:0044422
