BINCODE	GO.TERM
5.1.1.2	GO:0003674
5.1.1.2	GO:0003824
5.1.1.2	GO:0003954
5.1.1.2	GO:0005488
5.1.1.2	GO:0005575
5.1.1.2	GO:0005739
5.1.1.2	GO:0005743
5.1.1.2	GO:0005747
5.1.1.2	GO:0006091
5.1.1.2	GO:0006120
5.1.1.2	GO:0006950
5.1.1.2	GO:0006979
5.1.1.2	GO:0008137
5.1.1.2	GO:0008150
5.1.1.2	GO:0008152
5.1.1.2	GO:0008270
5.1.1.2	GO:0009987
5.1.1.2	GO:0016020
5.1.1.2	GO:0016491
5.1.1.2	GO:0016651
5.1.1.2	GO:0016655
5.1.1.2	GO:0019866
5.1.1.2	GO:0022900
5.1.1.2	GO:0022904
5.1.1.2	GO:0030964
5.1.1.2	GO:0031090
5.1.1.2	GO:0031966
5.1.1.2	GO:0032991
5.1.1.2	GO:0043167
5.1.1.2	GO:0043169
5.1.1.2	GO:0043226
5.1.1.2	GO:0043227
5.1.1.2	GO:0043229
5.1.1.2	GO:0043231
5.1.1.2	GO:0044237
5.1.1.2	GO:0044422
5.1.1.2	GO:0044424
5.1.1.2	GO:0044425
5.1.1.2	GO:0044429
5.1.1.2	GO:0044444
5.1.1.2	GO:0044446
5.1.1.2	GO:0044455
5.1.1.2	GO:0044459
5.1.1.2	GO:0044464
5.1.1.2	GO:0045271
5.1.1.2	GO:0045272
5.1.1.2	GO:0046872
5.1.1.2	GO:0046914
5.1.1.2	GO:0048037
5.1.1.2	GO:0050136
5.1.1.2	GO:0050896
5.1.1.2	GO:0051536
5.1.1.2	GO:0051537
5.1.1.2	GO:0051540
5.1.1.2	GO:0055114
5.1.1.2	GO:0070469
5.1.1.2	GO:0098796
5.1.1.2	GO:0098797
5.1.1.2	GO:0098798
5.1.1.2	GO:0098800
5.1.1.2	GO:0098803
5.1.1.2	GO:1902494
5.1.1.2	GO:1990204
5.1.1.3	GO:0003674
5.1.1.3	GO:0003824
5.1.1.3	GO:0003954
5.1.1.3	GO:0005488
5.1.1.3	GO:0005575
5.1.1.3	GO:0005739
5.1.1.3	GO:0005743
5.1.1.3	GO:0005747
5.1.1.3	GO:0006091
5.1.1.3	GO:0006950
5.1.1.3	GO:0006979
5.1.1.3	GO:0008137
5.1.1.3	GO:0008150
5.1.1.3	GO:0008152
5.1.1.3	GO:0009055
5.1.1.3	GO:0009507
5.1.1.3	GO:0009536
5.1.1.3	GO:0009853
5.1.1.3	GO:0009987
5.1.1.3	GO:0015980
5.1.1.3	GO:0016020
5.1.1.3	GO:0016491
5.1.1.3	GO:0016651
5.1.1.3	GO:0016655
5.1.1.3	GO:0019866
5.1.1.3	GO:0022900
5.1.1.3	GO:0022904
5.1.1.3	GO:0030964
5.1.1.3	GO:0031090
5.1.1.3	GO:0031966
5.1.1.3	GO:0032991
5.1.1.3	GO:0042773
5.1.1.3	GO:0043094
5.1.1.3	GO:0043167
5.1.1.3	GO:0043169
5.1.1.3	GO:0043226
5.1.1.3	GO:0043227
5.1.1.3	GO:0043229
5.1.1.3	GO:0043231
5.1.1.3	GO:0044237
5.1.1.3	GO:0044422
5.1.1.3	GO:0044424
5.1.1.3	GO:0044425
5.1.1.3	GO:0044429
5.1.1.3	GO:0044444
5.1.1.3	GO:0044446
5.1.1.3	GO:0044455
5.1.1.3	GO:0044459
5.1.1.3	GO:0044464
5.1.1.3	GO:0045271
5.1.1.3	GO:0045272
5.1.1.3	GO:0045333
5.1.1.3	GO:0046872
5.1.1.3	GO:0048037
5.1.1.3	GO:0050136
5.1.1.3	GO:0050896
5.1.1.3	GO:0051536
5.1.1.3	GO:0051537
5.1.1.3	GO:0051539
5.1.1.3	GO:0051540
5.1.1.3	GO:0055114
5.1.1.3	GO:0070469
5.1.1.3	GO:0098796
5.1.1.3	GO:0098797
5.1.1.3	GO:0098798
5.1.1.3	GO:0098800
5.1.1.3	GO:0098803
5.1.1.3	GO:1902494
5.1.1.3	GO:1990204
5.1.1.6	GO:0003674
5.1.1.6	GO:0003824
5.1.1.6	GO:0003954
5.1.1.6	GO:0005488
5.1.1.6	GO:0005575
5.1.1.6	GO:0005739
5.1.1.6	GO:0005747
5.1.1.6	GO:0008137
5.1.1.6	GO:0008150
5.1.1.6	GO:0008152
5.1.1.6	GO:0008270
5.1.1.6	GO:0016491
5.1.1.6	GO:0016651
5.1.1.6	GO:0016655
5.1.1.6	GO:0030964
5.1.1.6	GO:0032991
5.1.1.6	GO:0043167
5.1.1.6	GO:0043169
5.1.1.6	GO:0043226
5.1.1.6	GO:0043227
5.1.1.6	GO:0043229
5.1.1.6	GO:0043231
5.1.1.6	GO:0044422
5.1.1.6	GO:0044424
5.1.1.6	GO:0044425
5.1.1.6	GO:0044429
5.1.1.6	GO:0044444
5.1.1.6	GO:0044446
5.1.1.6	GO:0044455
5.1.1.6	GO:0044464
5.1.1.6	GO:0045271
5.1.1.6	GO:0046872
5.1.1.6	GO:0046914
5.1.1.6	GO:0048037
5.1.1.6	GO:0048038
5.1.1.6	GO:0050136
5.1.1.6	GO:0051536
5.1.1.6	GO:0051539
5.1.1.6	GO:0051540
5.1.1.6	GO:0055114
5.1.1.6	GO:0070469
5.1.1.6	GO:0098796
5.1.1.6	GO:0098798
5.1.1.6	GO:0098800
5.1.1.6	GO:0098803
5.1.1.6	GO:1902494
5.1.1.6	GO:1990204
5.1.1.7	GO:0003674
5.1.1.7	GO:0003824
5.1.1.7	GO:0003954
5.1.1.7	GO:0005488
5.1.1.7	GO:0005575
5.1.1.7	GO:0005739
5.1.1.7	GO:0005747
5.1.1.7	GO:0008137
5.1.1.7	GO:0008150
5.1.1.7	GO:0008152
5.1.1.7	GO:0016020
5.1.1.7	GO:0016491
5.1.1.7	GO:0016651
5.1.1.7	GO:0016655
5.1.1.7	GO:0030964
5.1.1.7	GO:0032991
5.1.1.7	GO:0043167
5.1.1.7	GO:0043169
5.1.1.7	GO:0043226
5.1.1.7	GO:0043227
5.1.1.7	GO:0043229
5.1.1.7	GO:0043231
5.1.1.7	GO:0044422
5.1.1.7	GO:0044424
5.1.1.7	GO:0044425
5.1.1.7	GO:0044429
5.1.1.7	GO:0044444
5.1.1.7	GO:0044446
5.1.1.7	GO:0044455
5.1.1.7	GO:0044464
5.1.1.7	GO:0045271
5.1.1.7	GO:0046872
5.1.1.7	GO:0048037
5.1.1.7	GO:0050136
5.1.1.7	GO:0051536
5.1.1.7	GO:0051539
5.1.1.7	GO:0051540
5.1.1.7	GO:0055114
5.1.1.7	GO:0070469
5.1.1.7	GO:0098796
5.1.1.7	GO:0098798
5.1.1.7	GO:0098800
5.1.1.7	GO:0098803
5.1.1.7	GO:1902494
5.1.1.7	GO:1990204
5.1.2.7	GO:0003674
5.1.2.7	GO:0003824
5.1.2.7	GO:0003954
5.1.2.7	GO:0005575
5.1.2.7	GO:0005739
5.1.2.7	GO:0008137
5.1.2.7	GO:0008150
5.1.2.7	GO:0008152
5.1.2.7	GO:0016020
5.1.2.7	GO:0016021
5.1.2.7	GO:0016491
5.1.2.7	GO:0016651
5.1.2.7	GO:0016655
5.1.2.7	GO:0031090
5.1.2.7	GO:0031224
5.1.2.7	GO:0031966
5.1.2.7	GO:0043226
5.1.2.7	GO:0043227
5.1.2.7	GO:0043229
5.1.2.7	GO:0043231
5.1.2.7	GO:0044422
5.1.2.7	GO:0044424
5.1.2.7	GO:0044425
5.1.2.7	GO:0044429
5.1.2.7	GO:0044444
5.1.2.7	GO:0044446
5.1.2.7	GO:0044464
5.1.2.7	GO:0050136
5.1.2.7	GO:0055114
5.1.2.7	GO:0070469
5.1.3.1.1	GO:0003674
5.1.3.1.1	GO:0003824
5.1.3.1.1	GO:0003954
5.1.3.1.1	GO:0005575
5.1.3.1.1	GO:0005739
5.1.3.1.1	GO:0005743
5.1.3.1.1	GO:0005747
5.1.3.1.1	GO:0008137
5.1.3.1.1	GO:0008150
5.1.3.1.1	GO:0008152
5.1.3.1.1	GO:0016020
5.1.3.1.1	GO:0016491
5.1.3.1.1	GO:0016651
5.1.3.1.1	GO:0016655
5.1.3.1.1	GO:0019866
5.1.3.1.1	GO:0030964
5.1.3.1.1	GO:0031090
5.1.3.1.1	GO:0031966
5.1.3.1.1	GO:0032991
5.1.3.1.1	GO:0043226
5.1.3.1.1	GO:0043227
5.1.3.1.1	GO:0043229
5.1.3.1.1	GO:0043231
5.1.3.1.1	GO:0044422
5.1.3.1.1	GO:0044424
5.1.3.1.1	GO:0044425
5.1.3.1.1	GO:0044429
5.1.3.1.1	GO:0044444
5.1.3.1.1	GO:0044446
5.1.3.1.1	GO:0044455
5.1.3.1.1	GO:0044464
5.1.3.1.1	GO:0045271
5.1.3.1.1	GO:0050136
5.1.3.1.1	GO:0055114
5.1.3.1.1	GO:0070469
5.1.3.1.1	GO:0098796
5.1.3.1.1	GO:0098798
5.1.3.1.1	GO:0098800
5.1.3.1.1	GO:0098803
5.1.3.1.1	GO:1902494
5.1.3.1.1	GO:1990204
5.1.3.1.2	GO:0003674
5.1.3.1.2	GO:0003824
5.1.3.1.2	GO:0005488
5.1.3.1.2	GO:0005515
5.1.3.1.2	GO:0005575
5.1.3.1.2	GO:0005739
5.1.3.1.2	GO:0005743
5.1.3.1.2	GO:0005747
5.1.3.1.2	GO:0006091
5.1.3.1.2	GO:0008150
5.1.3.1.2	GO:0008152
5.1.3.1.2	GO:0009507
5.1.3.1.2	GO:0009536
5.1.3.1.2	GO:0009853
5.1.3.1.2	GO:0009987
5.1.3.1.2	GO:0016020
5.1.3.1.2	GO:0016491
5.1.3.1.2	GO:0016651
5.1.3.1.2	GO:0019866
5.1.3.1.2	GO:0022900
5.1.3.1.2	GO:0022904
5.1.3.1.2	GO:0030964
5.1.3.1.2	GO:0031090
5.1.3.1.2	GO:0031966
5.1.3.1.2	GO:0032991
5.1.3.1.2	GO:0043094
5.1.3.1.2	GO:0043226
5.1.3.1.2	GO:0043227
5.1.3.1.2	GO:0043229
5.1.3.1.2	GO:0043231
5.1.3.1.2	GO:0044237
5.1.3.1.2	GO:0044422
5.1.3.1.2	GO:0044424
5.1.3.1.2	GO:0044425
5.1.3.1.2	GO:0044429
5.1.3.1.2	GO:0044444
5.1.3.1.2	GO:0044446
5.1.3.1.2	GO:0044455
5.1.3.1.2	GO:0044464
5.1.3.1.2	GO:0045271
5.1.3.1.2	GO:0055114
5.1.3.1.2	GO:0070469
5.1.3.1.2	GO:0098796
5.1.3.1.2	GO:0098798
5.1.3.1.2	GO:0098800
5.1.3.1.2	GO:0098803
5.1.3.1.2	GO:1902494
5.1.3.1.2	GO:1990204
5.1.3.1.3	GO:0005575
5.1.3.1.3	GO:0005739
5.1.3.1.3	GO:0005743
5.1.3.1.3	GO:0005747
5.1.3.1.3	GO:0008150
5.1.3.1.3	GO:0008152
5.1.3.1.3	GO:0016020
5.1.3.1.3	GO:0019866
5.1.3.1.3	GO:0030964
5.1.3.1.3	GO:0031090
5.1.3.1.3	GO:0031966
5.1.3.1.3	GO:0032991
5.1.3.1.3	GO:0043226
5.1.3.1.3	GO:0043227
5.1.3.1.3	GO:0043229
5.1.3.1.3	GO:0043231
5.1.3.1.3	GO:0044422
5.1.3.1.3	GO:0044424
5.1.3.1.3	GO:0044425
5.1.3.1.3	GO:0044429
5.1.3.1.3	GO:0044444
5.1.3.1.3	GO:0044446
5.1.3.1.3	GO:0044455
5.1.3.1.3	GO:0044464
5.1.3.1.3	GO:0045271
5.1.3.1.3	GO:0055114
5.1.3.1.3	GO:0070469
5.1.3.1.3	GO:0098796
5.1.3.1.3	GO:0098798
5.1.3.1.3	GO:0098800
5.1.3.1.3	GO:0098803
5.1.3.1.3	GO:1902494
5.1.3.1.3	GO:1990204
5.1.3.1.4	GO:0005575
5.1.3.1.4	GO:0005739
5.1.3.1.4	GO:0005747
5.1.3.1.4	GO:0005758
5.1.3.1.4	GO:0008150
5.1.3.1.4	GO:0008152
5.1.3.1.4	GO:0030964
5.1.3.1.4	GO:0031970
5.1.3.1.4	GO:0031974
5.1.3.1.4	GO:0032991
5.1.3.1.4	GO:0043226
5.1.3.1.4	GO:0043227
5.1.3.1.4	GO:0043229
5.1.3.1.4	GO:0043231
5.1.3.1.4	GO:0043233
5.1.3.1.4	GO:0044422
5.1.3.1.4	GO:0044424
5.1.3.1.4	GO:0044425
5.1.3.1.4	GO:0044429
5.1.3.1.4	GO:0044444
5.1.3.1.4	GO:0044446
5.1.3.1.4	GO:0044455
5.1.3.1.4	GO:0044464
5.1.3.1.4	GO:0045271
5.1.3.1.4	GO:0055114
5.1.3.1.4	GO:0070013
5.1.3.1.4	GO:0070469
5.1.3.1.4	GO:0098796
5.1.3.1.4	GO:0098798
5.1.3.1.4	GO:0098800
5.1.3.1.4	GO:0098803
5.1.3.1.4	GO:1902494
5.1.3.1.4	GO:1990204
5.1.3.1.5	GO:0003954
5.1.3.1.5	GO:0005575
5.1.3.1.5	GO:0005747
5.1.3.1.5	GO:0005759
5.1.3.1.5	GO:0008150
5.1.3.1.5	GO:0009987
5.1.3.1.5	GO:0030964
5.1.3.1.5	GO:0032991
5.1.3.1.5	GO:0044429
5.1.3.1.5	GO:0044455
5.1.3.1.5	GO:0045271
5.1.3.1.5	GO:0098796
5.1.3.1.5	GO:0098798
5.1.3.1.5	GO:0098800
5.1.3.1.5	GO:0098803
5.1.3.1.5	GO:1902494
5.1.3.1.5	GO:1990204
5.1.3.1.6	GO:0003674
5.1.3.1.6	GO:0003824
5.1.3.1.6	GO:0003954
5.1.3.1.6	GO:0005488
5.1.3.1.6	GO:0005575
5.1.3.1.6	GO:0005739
5.1.3.1.6	GO:0005743
5.1.3.1.6	GO:0005747
5.1.3.1.6	GO:0006091
5.1.3.1.6	GO:0006950
5.1.3.1.6	GO:0006979
5.1.3.1.6	GO:0008137
5.1.3.1.6	GO:0008150
5.1.3.1.6	GO:0008152
5.1.3.1.6	GO:0009055
5.1.3.1.6	GO:0009719
5.1.3.1.6	GO:0009725
5.1.3.1.6	GO:0009735
5.1.3.1.6	GO:0009987
5.1.3.1.6	GO:0010033
5.1.3.1.6	GO:0016020
5.1.3.1.6	GO:0016491
5.1.3.1.6	GO:0016651
5.1.3.1.6	GO:0016655
5.1.3.1.6	GO:0019866
5.1.3.1.6	GO:0022900
5.1.3.1.6	GO:0030964
5.1.3.1.6	GO:0031090
5.1.3.1.6	GO:0031966
5.1.3.1.6	GO:0032991
5.1.3.1.6	GO:0042221
5.1.3.1.6	GO:0043167
5.1.3.1.6	GO:0043169
5.1.3.1.6	GO:0043226
5.1.3.1.6	GO:0043227
5.1.3.1.6	GO:0043229
5.1.3.1.6	GO:0043231
5.1.3.1.6	GO:0044237
5.1.3.1.6	GO:0044422
5.1.3.1.6	GO:0044424
5.1.3.1.6	GO:0044425
5.1.3.1.6	GO:0044429
5.1.3.1.6	GO:0044444
5.1.3.1.6	GO:0044446
5.1.3.1.6	GO:0044455
5.1.3.1.6	GO:0044464
5.1.3.1.6	GO:0045271
5.1.3.1.6	GO:0046872
5.1.3.1.6	GO:0046914
5.1.3.1.6	GO:0050136
5.1.3.1.6	GO:0050896
5.1.3.1.6	GO:0050897
5.1.3.1.6	GO:0055114
5.1.3.1.6	GO:0070469
5.1.3.1.6	GO:0098796
5.1.3.1.6	GO:0098798
5.1.3.1.6	GO:0098800
5.1.3.1.6	GO:0098803
5.1.3.1.6	GO:1902494
5.1.3.1.6	GO:1990204
5.1.3.1.7	GO:0005575
5.1.3.1.7	GO:0005739
5.1.3.1.7	GO:0005743
5.1.3.1.7	GO:0005747
5.1.3.1.7	GO:0008150
5.1.3.1.7	GO:0008152
5.1.3.1.7	GO:0009853
5.1.3.1.7	GO:0009987
5.1.3.1.7	GO:0016020
5.1.3.1.7	GO:0016021
5.1.3.1.7	GO:0019866
5.1.3.1.7	GO:0030964
5.1.3.1.7	GO:0031090
5.1.3.1.7	GO:0031224
5.1.3.1.7	GO:0031966
5.1.3.1.7	GO:0032991
5.1.3.1.7	GO:0043094
5.1.3.1.7	GO:0043226
5.1.3.1.7	GO:0043227
5.1.3.1.7	GO:0043229
5.1.3.1.7	GO:0043231
5.1.3.1.7	GO:0044237
5.1.3.1.7	GO:0044422
5.1.3.1.7	GO:0044424
5.1.3.1.7	GO:0044425
5.1.3.1.7	GO:0044429
5.1.3.1.7	GO:0044444
5.1.3.1.7	GO:0044446
5.1.3.1.7	GO:0044455
5.1.3.1.7	GO:0044464
5.1.3.1.7	GO:0045271
5.1.3.1.7	GO:0055114
5.1.3.1.7	GO:0070469
5.1.3.1.7	GO:0098796
5.1.3.1.7	GO:0098798
5.1.3.1.7	GO:0098800
5.1.3.1.7	GO:0098803
5.1.3.1.7	GO:1902494
5.1.3.1.7	GO:1990204
5.1.3.2.1	GO:0005575
5.1.3.2.1	GO:0005739
5.1.3.2.1	GO:0005743
5.1.3.2.1	GO:0005747
5.1.3.2.1	GO:0008150
5.1.3.2.1	GO:0008152
5.1.3.2.1	GO:0016020
5.1.3.2.1	GO:0019866
5.1.3.2.1	GO:0030964
5.1.3.2.1	GO:0031090
5.1.3.2.1	GO:0031966
5.1.3.2.1	GO:0032991
5.1.3.2.1	GO:0043226
5.1.3.2.1	GO:0043227
5.1.3.2.1	GO:0043229
5.1.3.2.1	GO:0043231
5.1.3.2.1	GO:0044422
5.1.3.2.1	GO:0044424
5.1.3.2.1	GO:0044425
5.1.3.2.1	GO:0044429
5.1.3.2.1	GO:0044444
5.1.3.2.1	GO:0044446
5.1.3.2.1	GO:0044455
5.1.3.2.1	GO:0044464
5.1.3.2.1	GO:0045271
5.1.3.2.1	GO:0055114
5.1.3.2.1	GO:0070469
5.1.3.2.1	GO:0098796
5.1.3.2.1	GO:0098798
5.1.3.2.1	GO:0098800
5.1.3.2.1	GO:0098803
5.1.3.2.1	GO:1902494
5.1.3.2.1	GO:1990204
5.1.3.2.2	GO:0005575
5.1.3.2.2	GO:0005739
5.1.3.2.2	GO:0005743
5.1.3.2.2	GO:0005747
5.1.3.2.2	GO:0006091
5.1.3.2.2	GO:0008150
5.1.3.2.2	GO:0008152
5.1.3.2.2	GO:0009987
5.1.3.2.2	GO:0016020
5.1.3.2.2	GO:0016021
5.1.3.2.2	GO:0019866
5.1.3.2.2	GO:0022900
5.1.3.2.2	GO:0030964
5.1.3.2.2	GO:0031090
5.1.3.2.2	GO:0031224
5.1.3.2.2	GO:0031966
5.1.3.2.2	GO:0032991
5.1.3.2.2	GO:0043226
5.1.3.2.2	GO:0043227
5.1.3.2.2	GO:0043229
5.1.3.2.2	GO:0043231
5.1.3.2.2	GO:0044237
5.1.3.2.2	GO:0044422
5.1.3.2.2	GO:0044424
5.1.3.2.2	GO:0044425
5.1.3.2.2	GO:0044429
5.1.3.2.2	GO:0044444
5.1.3.2.2	GO:0044446
5.1.3.2.2	GO:0044455
5.1.3.2.2	GO:0044464
5.1.3.2.2	GO:0045271
5.1.3.2.2	GO:0055114
5.1.3.2.2	GO:0070469
5.1.3.2.2	GO:0098796
5.1.3.2.2	GO:0098798
5.1.3.2.2	GO:0098800
5.1.3.2.2	GO:0098803
5.1.3.2.2	GO:1902494
5.1.3.2.2	GO:1990204
5.1.3.2.3	GO:0003674
5.1.3.2.3	GO:0003824
5.1.3.2.3	GO:0003954
5.1.3.2.3	GO:0005575
5.1.3.2.3	GO:0005739
5.1.3.2.3	GO:0005743
5.1.3.2.3	GO:0005747
5.1.3.2.3	GO:0005758
5.1.3.2.3	GO:0008137
5.1.3.2.3	GO:0008150
5.1.3.2.3	GO:0008152
5.1.3.2.3	GO:0009853
5.1.3.2.3	GO:0009987
5.1.3.2.3	GO:0016020
5.1.3.2.3	GO:0016491
5.1.3.2.3	GO:0016651
5.1.3.2.3	GO:0016655
5.1.3.2.3	GO:0019866
5.1.3.2.3	GO:0030964
5.1.3.2.3	GO:0031090
5.1.3.2.3	GO:0031966
5.1.3.2.3	GO:0031970
5.1.3.2.3	GO:0031974
5.1.3.2.3	GO:0032991
5.1.3.2.3	GO:0043094
5.1.3.2.3	GO:0043226
5.1.3.2.3	GO:0043227
5.1.3.2.3	GO:0043229
5.1.3.2.3	GO:0043231
5.1.3.2.3	GO:0043233
5.1.3.2.3	GO:0044237
5.1.3.2.3	GO:0044422
5.1.3.2.3	GO:0044424
5.1.3.2.3	GO:0044425
5.1.3.2.3	GO:0044429
5.1.3.2.3	GO:0044444
5.1.3.2.3	GO:0044446
5.1.3.2.3	GO:0044455
5.1.3.2.3	GO:0044464
5.1.3.2.3	GO:0045271
5.1.3.2.3	GO:0050136
5.1.3.2.3	GO:0055114
5.1.3.2.3	GO:0070013
5.1.3.2.3	GO:0070469
5.1.3.2.3	GO:0098796
5.1.3.2.3	GO:0098798
5.1.3.2.3	GO:0098800
5.1.3.2.3	GO:0098803
5.1.3.2.3	GO:1902494
5.1.3.2.3	GO:1990204
5.1.3.2.4	GO:0005575
5.1.3.2.4	GO:0005739
5.1.3.2.4	GO:0005743
5.1.3.2.4	GO:0005747
5.1.3.2.4	GO:0008150
5.1.3.2.4	GO:0008152
5.1.3.2.4	GO:0016020
5.1.3.2.4	GO:0016021
5.1.3.2.4	GO:0019866
5.1.3.2.4	GO:0030964
5.1.3.2.4	GO:0031090
5.1.3.2.4	GO:0031224
5.1.3.2.4	GO:0031966
5.1.3.2.4	GO:0032991
5.1.3.2.4	GO:0043226
5.1.3.2.4	GO:0043227
5.1.3.2.4	GO:0043229
5.1.3.2.4	GO:0043231
5.1.3.2.4	GO:0044422
5.1.3.2.4	GO:0044424
5.1.3.2.4	GO:0044425
5.1.3.2.4	GO:0044429
5.1.3.2.4	GO:0044444
5.1.3.2.4	GO:0044446
5.1.3.2.4	GO:0044455
5.1.3.2.4	GO:0044464
5.1.3.2.4	GO:0045271
5.1.3.2.4	GO:0055114
5.1.3.2.4	GO:0070469
5.1.3.2.4	GO:0098796
5.1.3.2.4	GO:0098798
5.1.3.2.4	GO:0098800
5.1.3.2.4	GO:0098803
5.1.3.2.4	GO:1902494
5.1.3.2.4	GO:1990204
5.1.3.2.5	GO:0005575
5.1.3.2.5	GO:0005739
5.1.3.2.5	GO:0005743
5.1.3.2.5	GO:0005747
5.1.3.2.5	GO:0005774
5.1.3.2.5	GO:0005975
5.1.3.2.5	GO:0006091
5.1.3.2.5	GO:0006120
5.1.3.2.5	GO:0008150
5.1.3.2.5	GO:0008152
5.1.3.2.5	GO:0009853
5.1.3.2.5	GO:0009987
5.1.3.2.5	GO:0016020
5.1.3.2.5	GO:0019866
5.1.3.2.5	GO:0022900
5.1.3.2.5	GO:0022904
5.1.3.2.5	GO:0030964
5.1.3.2.5	GO:0031090
5.1.3.2.5	GO:0031966
5.1.3.2.5	GO:0032991
5.1.3.2.5	GO:0043094
5.1.3.2.5	GO:0043226
5.1.3.2.5	GO:0043227
5.1.3.2.5	GO:0043229
5.1.3.2.5	GO:0043231
5.1.3.2.5	GO:0044237
5.1.3.2.5	GO:0044238
5.1.3.2.5	GO:0044422
5.1.3.2.5	GO:0044424
5.1.3.2.5	GO:0044425
5.1.3.2.5	GO:0044429
5.1.3.2.5	GO:0044437
5.1.3.2.5	GO:0044444
5.1.3.2.5	GO:0044446
5.1.3.2.5	GO:0044455
5.1.3.2.5	GO:0044464
5.1.3.2.5	GO:0045271
5.1.3.2.5	GO:0055114
5.1.3.2.5	GO:0070469
5.1.3.2.5	GO:0071704
5.1.3.2.5	GO:0098588
5.1.3.2.5	GO:0098796
5.1.3.2.5	GO:0098798
5.1.3.2.5	GO:0098800
5.1.3.2.5	GO:0098803
5.1.3.2.5	GO:0098805
5.1.3.2.5	GO:1902494
5.1.3.2.5	GO:1990204
5.1.3.2.6	GO:0005575
5.1.3.2.6	GO:0005739
5.1.3.2.6	GO:0005743
5.1.3.2.6	GO:0005747
5.1.3.2.6	GO:0008150
5.1.3.2.6	GO:0008152
5.1.3.2.6	GO:0009853
5.1.3.2.6	GO:0009987
5.1.3.2.6	GO:0016020
5.1.3.2.6	GO:0019866
5.1.3.2.6	GO:0030964
5.1.3.2.6	GO:0031090
5.1.3.2.6	GO:0031966
5.1.3.2.6	GO:0032991
5.1.3.2.6	GO:0043094
5.1.3.2.6	GO:0043226
5.1.3.2.6	GO:0043227
5.1.3.2.6	GO:0043229
5.1.3.2.6	GO:0043231
5.1.3.2.6	GO:0044237
5.1.3.2.6	GO:0044422
5.1.3.2.6	GO:0044424
5.1.3.2.6	GO:0044425
5.1.3.2.6	GO:0044429
5.1.3.2.6	GO:0044444
5.1.3.2.6	GO:0044446
5.1.3.2.6	GO:0044455
5.1.3.2.6	GO:0044464
5.1.3.2.6	GO:0045271
5.1.3.2.6	GO:0055114
5.1.3.2.6	GO:0070469
5.1.3.2.6	GO:0098796
5.1.3.2.6	GO:0098798
5.1.3.2.6	GO:0098800
5.1.3.2.6	GO:0098803
5.1.3.2.6	GO:1902494
5.1.3.2.6	GO:1990204
5.1.3.3	GO:0003674
5.1.3.3	GO:0003824
5.1.3.3	GO:0004089
5.1.3.3	GO:0005488
5.1.3.3	GO:0005575
5.1.3.3	GO:0005739
5.1.3.3	GO:0005747
5.1.3.3	GO:0008150
5.1.3.3	GO:0008152
5.1.3.3	GO:0009853
5.1.3.3	GO:0009987
5.1.3.3	GO:0016020
5.1.3.3	GO:0016043
5.1.3.3	GO:0016829
5.1.3.3	GO:0016835
5.1.3.3	GO:0016836
5.1.3.3	GO:0022607
5.1.3.3	GO:0030964
5.1.3.3	GO:0031090
5.1.3.3	GO:0031966
5.1.3.3	GO:0032991
5.1.3.3	GO:0043094
5.1.3.3	GO:0043167
5.1.3.3	GO:0043169
5.1.3.3	GO:0043226
5.1.3.3	GO:0043227
5.1.3.3	GO:0043229
5.1.3.3	GO:0043231
5.1.3.3	GO:0043933
5.1.3.3	GO:0044237
5.1.3.3	GO:0044422
5.1.3.3	GO:0044424
5.1.3.3	GO:0044425
5.1.3.3	GO:0044429
5.1.3.3	GO:0044444
5.1.3.3	GO:0044446
5.1.3.3	GO:0044455
5.1.3.3	GO:0044464
5.1.3.3	GO:0045271
5.1.3.3	GO:0046872
5.1.3.3	GO:0051259
5.1.3.3	GO:0051260
5.1.3.3	GO:0065003
5.1.3.3	GO:0070206
5.1.3.3	GO:0070207
5.1.3.3	GO:0071840
5.1.3.3	GO:0098796
5.1.3.3	GO:0098798
5.1.3.3	GO:0098800
5.1.3.3	GO:0098803
5.1.3.3	GO:1902494
5.1.3.3	GO:1990204
5.1.3.4	GO:0001101
5.1.3.4	GO:0003006
5.1.3.4	GO:0003674
5.1.3.4	GO:0005488
5.1.3.4	GO:0005515
5.1.3.4	GO:0005575
5.1.3.4	GO:0005739
5.1.3.4	GO:0005747
5.1.3.4	GO:0005774
5.1.3.4	GO:0006950
5.1.3.4	GO:0006970
5.1.3.4	GO:0008150
5.1.3.4	GO:0008152
5.1.3.4	GO:0009507
5.1.3.4	GO:0009536
5.1.3.4	GO:0009628
5.1.3.4	GO:0009651
5.1.3.4	GO:0009719
5.1.3.4	GO:0009725
5.1.3.4	GO:0009737
5.1.3.4	GO:0009853
5.1.3.4	GO:0009987
5.1.3.4	GO:0010033
5.1.3.4	GO:0010228
5.1.3.4	GO:0016020
5.1.3.4	GO:0022414
5.1.3.4	GO:0030964
5.1.3.4	GO:0031090
5.1.3.4	GO:0031966
5.1.3.4	GO:0032502
5.1.3.4	GO:0032991
5.1.3.4	GO:0033993
5.1.3.4	GO:0042221
5.1.3.4	GO:0043094
5.1.3.4	GO:0043167
5.1.3.4	GO:0043169
5.1.3.4	GO:0043226
5.1.3.4	GO:0043227
5.1.3.4	GO:0043229
5.1.3.4	GO:0043231
5.1.3.4	GO:0044237
5.1.3.4	GO:0044422
5.1.3.4	GO:0044424
5.1.3.4	GO:0044425
5.1.3.4	GO:0044429
